""	"logFC"	"unshrunk.logFC"	"logCPM"	"P.Value"	"FC"	"FDR"
"RGD1566380"	5.97545161209288	144269483.791462	-0.566854767142158	0.00117825494093268	62.9202113677932	0.0852019310065038
"RGD1562905"	5.894478763439	144269483.708259	-0.665722399831563	0.0358849773305353	59.4860205226904	0.722608334494504
"D4ADY9_RAT"	5.85988376766627	144269483.673279	-0.679283125997593	0.00724599826237802	58.0765467500986	0.287815813609621
"RGD1359290"	5.8437755090337	144269483.657047	-0.683553091079132	0.00194562759437696	57.4317058706785	0.121483263927869
"Katnal2"	5.75623811478343	144269483.568822	-0.707394051380668	0.0181328553358158	54.0505770305356	0.512230459327779
"LOC100359629"	5.70621256634321	144269483.516856	-0.778699644850271	0.00319441082772	52.2084913936963	0.169779681953085
"THIKB_RAT"	5.6549588109564	5.6553166103655	10.5674972531858	0.000304103912782632	50.3862719483307	0.0304481793384314
"E9PTU6_RAT"	5.65011570118702	144269483.461047	-0.767367185896155	0.268638486911815	50.2174094372743	0.999999198610417
"D3ZNM4_RAT"	5.64486045776169	144269483.453741	-0.836879213722019	0.0559265834862813	50.0348173930684	0.896998785944422
"Slc6a11"	5.56445484545011	144269483.371949	-0.878008784640596	0.00385666118665098	47.3225150475462	0.189705127730585
"Slc16a5"	5.37750948984634	5.69094042466713	0.804661654792022	0.0427718496204148	41.5711135944364	0.785809274052984
"Adam22"	5.32464652667849	144269483.127407	-1.00470113132469	0.00612395947569589	40.075441987604	0.26367307452481
"Rnf186"	5.29688476541393	5.46194876973216	1.54025096846537	4.32750874079555e-07	39.3116432498879	0.00023621217871936
"LOC100362769"	5.21515430740875	144269483.014717	-1.07752845683788	0.025286581340283	37.1464981534982	0.607775913151886
"Aqp3"	5.21017769218743	5.3199560840422	1.9643056705174	0.0791926156702806	37.0185810657974	0.999999198610417
"RGD1566112"	5.20587240543695	5.31775800629875	1.93370650842613	0.0591231998577555	36.9082749828654	0.920144630084564
"Pkdrej"	5.198964860816	144269482.997033	-1.10706120737567	0.160928556648756	36.7319825652911	0.999999198610417
"F1LY14_RAT"	5.16274217450903	144269482.960452	-1.1154159132292	0.00761044682994316	35.8212102201448	0.296037634044754
"Kcna7"	5.05804287731563	144269482.852453	-1.17786068489165	0.00963405399658068	33.3136812034598	0.346110037528963
"S100b"	5.05804287731563	144269482.852453	-1.17786068489165	0.00963405399658068	33.3136812034598	0.346110037528963
"Mmp20"	5.04946965505343	144269482.843788	-1.17983420353408	0.0111108254850242	33.1163015373466	0.378632781842395
"ENSRNOG00000029541"	5.03786520118248	144269482.832068	-1.18246305071936	0.00881718155903797	32.8509958730312	0.327883158956977
"Ttc9"	5.01701601366613	144269482.81101	-1.18721862544712	0.0110440483685505	32.379661839529	0.378632781842395
"Inhbb"	4.95877377741498	144269482.749441	-1.24011597950218	0.120203014346214	31.0985148134328	0.999999198610417
"Pnpla5"	4.94882688934448	5.00554677465102	2.60327394874409	0.092342190026245	30.8848386658449	0.999999198610417
"RGD1306739"	4.94743954762527	5.25839566751142	0.434054587588225	0.0213583185172418	30.8551530922199	0.557722388318285
"Ptx3"	4.93471589217379	144269482.725128	-1.245420382253	0.0150918534482791	30.5842266628553	0.454393687185643
"RGD1308930"	4.92339142836135	5.2343173985663	0.432476892133463	0.00507425891518126	30.3450949215495	0.234594358207055
"Mapk15"	4.80599954917846	144269482.591705	-1.3149261727337	0.0212812217626168	27.9737071117477	0.556586466360615
"ENSRNOG00000027267"	4.79845628097463	144269482.58407	-1.31659362811406	0.0230982177890717	27.8278256340921	0.584222635588763
"Hdc"	4.79539700938273	4.806168227585	4.80474910062292	0.0203669392670396	27.7688785423175	0.543578831762739
"Slc5a8"	4.76471781984797	144269482.54997	-1.32390589591381	0.0326827323122814	27.1846023514247	0.689556749945278
"Tsx"	4.75922500561518	4.84311252584192	1.89388466702476	0.000152300893276495	27.0812984155356	0.0180215623435775
"Ropn1l"	4.75647665163003	4.86726662420268	1.52647548469359	7.37922513813339e-05	27.029757276777	0.0103570915053638
"Chrna2"	4.74396521273341	4.90709881085959	1.03585240670086	3.51290544177023e-06	26.7963614599683	0.00110077542555915
"D3ZUZ5_RAT"	4.72315993841511	144269482.505354	-1.36041239877045	0.0257866679458001	26.4127010448956	0.616124841704873
"P97600_RAT"	4.69913345106247	4.7235664953204	3.53931196082879	0.0116590595941494	25.9764693354474	0.392993919108768
"Lppr1"	-4.68665798842548	-5.13201006379072	-0.551265245146479	0.000193892186754725	-25.7528106066426	0.0219543325469146
"F1M1K7_RAT"	4.6658044821365	144269482.44579	-1.3876948330892	0.0908217397848767	25.3832427445364	0.999999198610417
"ENSRNOG00000009984"	-4.66375411801505	-144269482.444261	-1.63617199472306	0.0609489954882731	-25.3471935982903	0.927444202029738
"Stc2"	4.65963216630625	144269482.439534	-1.38904079221799	0.0318797624678482	25.2748770024202	0.685677346743678
"Krt23"	4.64917099959695	4.75968254417719	1.44259881540217	5.42400119379347e-07	25.0922684877733	0.000262508539560259
"Lingo4"	-4.64693524690278	-144269482.427051	-1.64025254008325	0.0230774774851779	-25.0534129719472	0.584222635588763
"RT1-T18"	-4.64693524690278	-144269482.427051	-1.64025254008325	0.0230774774851779	-25.0534129719472	0.584222635588763
"D3Z932_RAT"	-4.64496128692305	-144269482.425056	-1.64052648166508	0.0570968221224672	-25.019157210542	0.908876130888304
"LOC690437"	4.62387382302779	144269482.403378	-1.39657081754131	0.025635038623241	24.6561189684183	0.614405791138613
"Fbp2"	4.56933844530668	4.73179961444408	0.901532563360632	1.1164468388142e-05	23.741487861076	0.00277814661170223
"Scd"	4.52111219079966	4.52694912365033	5.40070259432721	0.0232059101200075	22.9609780386887	0.586070455433802
"LOC100362653"	4.51473512498506	144269482.287646	-1.46343848519561	0.0538476798531655	22.8597088681338	0.88204897463254
"Myh2"	4.4997150633286	144269482.272452	-1.46647623898771	0.0854566959758743	22.6229484553792	0.999999198610417
"LOC691962"	4.47591591051048	144269482.248432	-1.47090657231474	0.0489892694353515	22.2528144732789	0.837320634460184
"Hrnbp3"	4.46606235601917	144269482.238402	-1.47338623030201	0.0323768145054023	22.1013464118176	0.68568387992324
"Shisa4"	4.46190138107529	4.52880326509185	1.90585867684757	0.142176033358622	22.0376942505073	0.999999198610417
"Clca2"	4.41664534275674	4.57812087385437	0.723441131469119	0.254131698693572	21.3571219931385	0.999999198610417
"Plagl1"	-4.39824194770274	-144269482.166947	-1.73307672656208	0.0290587494390545	-21.086415236261	0.652992163689564
"F1LT56_RAT"	-4.39824194770274	-144269482.166947	-1.73307672656208	0.0290587494390545	-21.086415236261	0.652992163689564
"Pcdhga7"	-4.39616451471773	-144269482.164846	-1.73335230834857	0.0335369551401351	-21.0560733489431	0.69933581819098
"Erp27"	-4.39616451471773	-144269482.164846	-1.73335230834857	0.0335369551401351	-21.0560733489431	0.69933581819098
"Mmd2"	-4.34468857124879	-4.40087573898683	1.55101910450647	3.89258314682448e-07	-20.3180292762835	0.000225028900586432
"Dbp"	4.33103726191038	4.33933856607585	4.70392690961523	0.00904594912123652	20.1266793742991	0.329175279742889
"D3ZTY2_RAT"	4.33000213333009	144269482.09368	-1.54633367962986	0.0917043632810542	20.1122437325381	0.999999198610417
"F1M0L6_RAT"	4.33000213333009	144269482.09368	-1.54633367962986	0.0917043632810542	20.1122437325381	0.999999198610417
"Pde4c"	4.32826818627913	4.34131913278138	4.0563721809095	0.0280542607533709	20.0880857392102	0.644981176912756
"LOC100360095"	-4.31757002829911	-4.31882614339607	6.85426731675654	0.0358685356869766	-19.939675528032	0.722608334494504
"Micb"	4.31443639809079	144269482.077928	-1.54938915277887	0.0475700009664378	19.8964122203567	0.825488637798072
"Serpinb5"	4.30510268247919	144269482.068471	-1.55126028572704	0.06667403473658	19.7681051204782	0.966744937255929
"Galnt14"	4.30334461504548	144269482.066696	-1.55159728527946	0.0404413443541162	19.7440303894674	0.765826807274859
"Fam25a"	4.30334461504548	144269482.066696	-1.55159728527946	0.0404413443541162	19.7440303894674	0.765826807274859
"Ccdc48"	4.30246605325802	144269482.06581	-1.5517657603616	0.0403339255895174	19.7320104757055	0.765826807274859
"Kcnq3"	4.29141855210221	144269482.054625	-1.55397105663685	0.0429568925299338	19.5814887805821	0.785809274052984
"SNORA48"	4.29141855210221	144269482.054625	-1.55397105663685	0.0429568925299338	19.5814887805821	0.785809274052984
"Bex2"	4.28966956972938	144269482.05286	-1.55430754162396	0.0427386830833716	19.5577644820582	0.785809274052984
"Gp1ba"	4.27954083562112	144269482.042606	-1.55634177236769	0.0596808006096922	19.420936094501	0.924262030453704
"Btnl7"	4.27945062749725	144269482.041606	-1.56138837547298	0.0474092399464044	19.4197217897528	0.825488637798072
"SNORA53"	4.27867010524384	144269482.041727	-1.55650979912085	0.0438463609311796	19.4092182355824	0.796246626807122
"COBA1_RAT"	4.27779968914896	144269482.040848	-1.55667780948001	0.0437357885736222	19.3975116724073	0.796246626807122
"Apoa4"	-4.27023564982302	-4.2770588192061	4.41172818417134	7.99229503366537e-13	-19.2960768070437	1.35237624264652e-08
"Ehhadh"	4.23117599762851	4.23122508047955	11.9903405678712	0.000245381316347793	18.7806618081373	0.0259506078370063
"D3ZKJ2_RAT"	-4.19997486988186	-4.55380850395613	-0.670598763634341	0.000731281311620747	-18.3788535382939	0.0603610296289496
"D4ADB5_RAT"	4.14369368087063	144269481.898494	-1.61624905273349	0.0510796556668082	17.6756783833519	0.851606732827546
"F1M367_RAT"	4.13983412696301	144269481.895201	-1.61423342346809	0.0707630721605026	17.6284549159859	0.99285843127439
"RGD1564463"	4.13272862659437	4.24123700058392	0.962235005546175	0.0303249148893565	17.5418454559076	0.66900636876506
"Vdr"	4.11289977846979	144269481.864301	-1.6352539796838	0.0833890292644271	17.3023942065763	0.999999198610417
"Sorcs1"	4.10132285699698	144269481.852571	-1.63747853963029	0.0609452738701708	17.164106550396	0.927444202029738
"LOC100362089"	4.1004125182254	144269481.851651	-1.63764797959045	0.0608138046864729	17.1532794368754	0.927444202029738
"ERCC-00073"	4.1004125182254	144269481.851651	-1.63764797959045	0.0608138046864729	17.1532794368754	0.927444202029738
"Scube1"	4.09950253723595	144269481.850732	-1.63781740273217	0.0680102290051939	17.142463404351	0.975028650355324
"Hist2h4a"	-4.09553781716752	-144269481.847447	-1.83184930706706	0.0511336469802486	-17.0954182813895	0.851606732827546
"Scg3"	-4.09433226369077	-144269481.846056	-1.83260215667712	0.0475662836791597	-17.0811388724586	0.825488637798072
"D3ZHZ1_RAT"	-4.09433226369077	-144269481.846056	-1.83260215667712	0.0475662836791597	-17.0811388724586	0.825488637798072
"Ipcef1"	-4.09215594875309	-144269481.843854	-1.83287935451687	0.0513679145160047	-17.055391287448	0.853827584995399
"F1LVH6_RAT"	-4.08998161750983	-144269481.841655	-1.83315650782955	0.076234746443289	-17.0297059292542	0.999999198610417
"Q6QI20_RAT"	-4.08998161750983	-144269481.841655	-1.83315650782955	0.076234746443289	-17.0297059292542	0.999999198610417
"ENSRNOG00000043133"	4.08888804044411	144269481.839977	-1.63986962028511	0.0594313557780067	17.0168021354692	0.922603643229038
"ENSRNOG00000043424"	4.08888804044411	144269481.839977	-1.63986962028511	0.0594313557780067	17.0168021354692	0.922603643229038
"D3ZBW6_RAT"	4.087076776577	144269481.838147	-1.64020802332524	0.0591641958236514	16.9954514147498	0.920144630084564
"LOC100360880"	-4.08062370272938	-4.51779641115094	-0.938832759809306	0.0025165480837737	-16.9196017128771	0.142894329280318
"ENSRNOG00000025598"	4.07618925342946	144269481.825386	-1.64930061159649	0.158582325153172	16.8676753372908	0.999999198610417
"Olfm2"	4.07560896477523	144269481.826533	-1.64242653736083	0.0577553760179194	16.8608920933672	0.913139475829592
"Clstn3"	4.07470803491215	144269481.825624	-1.64259550092843	0.0576197384102582	16.8503661410981	0.913139475829592
"F1M740_RAT"	4.0686887447672	144269481.817893	-1.65028774389721	0.0931030918838322	16.7802085930118	0.999999198610417
"Ppapdc1a"	4.05014172208489	144269481.800758	-1.64736105057138	0.0856053178523401	16.5658660371851	0.999999198610417
"LOC683566"	4.04925017688178	144269481.799858	-1.64752953969808	0.085475778921988	16.5556319576047	0.999999198610417
"D4AD23_RAT"	4.04727997018381	144269481.796337	-1.65391151592762	0.0586327185599322	16.5330383020527	0.918442358524796
"RGD1563270"	4.03705712512674	144269481.787521	-1.64990739526152	0.124711215825124	16.4163003343321	0.999999198610417
"LOC100360055"	4.00216152187858	144269481.746345	-1.67838191943672	0.0927067624407867	16.0239900117972	0.999999198610417
"ENSRNOG00000031602"	-3.99203664835164	-144269481.73717	-1.86287538522311	0.0555952559146688	-15.9119268995686	0.895078330477746
"ENSRNOG00000038532"	3.97598207484686	144269481.718458	-1.68799672600772	0.0938604859143151	15.7358376690516	0.999999198610417
"Car1"	-3.9754878592236	-4.41091604133352	-0.997272993239254	0.00244889518212599	-15.7304480581431	0.141425786268785
"LOC292543"	3.95487718418681	4.11355220173716	0.350893716044032	0.196443774141541	15.5073168856492	0.999999198610417
"ENSRNOG00000032652"	-3.94768786722575	-144269481.690009	-1.87497417520429	0.0855457640816944	-15.4302322004596	0.999999198610417
"LOC100363177"	3.94594991285439	144269481.690365	-1.68583023727857	0.129028746658101	15.4116552368285	0.999999198610417
"D4A3D4_RAT"	3.91584100011217	3.96288322767074	1.83913259698385	0.193605136204725	15.0933484798326	0.999999198610417
"D4A1S7_RAT"	-3.91313890808168	-144269481.65284	-1.8852038508466	0.0625490019581297	-15.0651058876469	0.940034710583843
"Scd4"	3.87750388956122	144269481.613125	-1.72368810646362	0.16114988376448	14.6975511086654	0.999999198610417
"D3Z9J9_RAT"	3.87494369167913	3.87896178671401	5.27896679876482	0.0478026130735125	14.6714920524421	0.82621860655455
"ENSRNOG00000026744"	3.87104776008937	144269481.607053	-1.72350854808592	0.105040479527811	14.6319258105382	0.999999198610417
"Bmp3"	3.85721569847741	144269481.5919	-1.72933214408787	0.111689236795971	14.4923103231031	0.999999198610417
"Cyp4a1"	3.85303278536658	3.85313090915862	10.6031608891363	1.17830962557123e-11	14.4503525441792	5.31630332091111e-08
"D3ZVW9_RAT"	3.85203294478992	144269481.586317	-1.73122249035293	0.11249736440572	14.440341389324	0.999999198610417
"Pga5"	3.85015154678633	144269481.584417	-1.73156287592987	0.0816702242461804	14.4215222198738	0.999999198610417
"Ly6g6f"	3.85015154678633	144269481.584417	-1.73156287592987	0.0816702242461804	14.4215222198738	0.999999198610417
"snoU90"	3.85015154678633	144269481.584417	-1.73156287592987	0.0816702242461804	14.4215222198738	0.999999198610417
"Cd2"	3.8492114593574	144269481.583467	-1.73173304299085	0.0870263955488514	14.4121279437719	0.999999198610417
"Slc22a9"	3.8492114593574	144269481.583467	-1.73173304299085	0.0870263955488514	14.4121279437719	0.999999198610417
"LOC500522"	3.8459090017283	144269481.583188	-1.72363280401032	0.134956326914366	14.3791750278967	0.999999198610417
"Upp2"	3.84173052060139	3.8444220036589	5.81725864708189	0.126024887509693	14.3375888407367	0.999999198610417
"SNORA62"	3.83721848354142	144269481.571312	-1.73396811169223	0.0797850600755179	14.2928179959873	0.999999198610417
"Crispld1"	3.83628365137808	144269481.570368	-1.73413804337107	0.0796188447182485	14.2835595889137	0.999999198610417
"Cel"	3.83628365137808	144269481.570368	-1.73413804337107	0.0796188447182485	14.2835595889137	0.999999198610417
"F1M6A1_RAT"	3.83534922486595	144269481.569424	-1.73430795793904	0.101563385404184	14.2743111927179	0.999999198610417
"Arhgap20"	3.83534922486595	144269481.569424	-1.73430795793904	0.101563385404184	14.2743111927179	0.999999198610417
"RGD1310269"	3.8286318076276	144269481.56295	-1.73464870523378	0.0827981926584613	14.2080022251063	0.999999198610417
"F1LVB2_RAT"	3.82435297358497	144269481.55828	-1.73637011894817	0.100113706625516	14.1659256821721	0.999999198610417
"Il8rb"	3.82435297358497	144269481.55828	-1.73637011894817	0.100113706625516	14.1659256821721	0.999999198610417
"Dclk3"	3.82249418803063	144269481.556403	-1.73670949543884	0.099799191233199	14.1476858867186	0.999999198610417
"ENSRNOG00000022227"	3.81179200351573	144269481.543505	-1.74421465325104	0.111319302476068	14.0431239880456	0.999999198610417
"Stx11"	3.81063049452462	144269481.544386	-1.73893836640367	0.107009211606115	14.0318224655321	0.999999198610417
"Sgpp2"	3.81063049452462	144269481.544386	-1.73893836640367	0.107009211606115	14.0318224655321	0.999999198610417
"F1LW85_RAT"	3.81063049452462	144269481.544386	-1.73893836640367	0.107009211606115	14.0318224655321	0.999999198610417
"RGD1305928"	3.80378920933761	3.88473495751232	1.04032617788445	0.00162883311642739	13.9654408331242	0.104796521532577
"ENSRNOG00000042475"	-3.80038809595047	-144269481.531779	-1.91556964830825	0.0747967933100697	-13.9325564724393	0.999999198610417
"Ascl1"	3.79698605702741	144269481.530574	-1.74150291316209	0.138309499682852	13.8997406272708	0.999999198610417
"Neil2"	3.77723240619226	4.07638344388547	-0.463872388763845	0.00276209463787873	13.7107197815219	0.154248855998502
"Ces2e"	3.77462732616942	3.77849045354064	5.23117993383213	0.134617249724574	13.6859846206201	0.999999198610417
"LOC100361786"	3.74659491049062	144269481.471815	-1.77002070945614	0.169278061016251	13.4226247706666	0.999999198610417
"Fam83f"	3.73485988077387	4.03322873573322	-0.499291680519363	0.0187128988738115	13.3138866046969	0.521649031044094
"Np4"	-3.7105920850112	-144269481.434474	-1.93922926984267	0.107177937800889	-13.0918047381334	0.999999198610417
"Mefv"	-3.7105920850112	-144269481.434474	-1.93922926984267	0.107177937800889	-13.0918047381334	0.999999198610417
"Npas4"	-3.7105920850112	-144269481.434474	-1.93922926984267	0.107177937800889	-13.0918047381334	0.999999198610417
"F1M4Y6_RAT"	-3.7105920850112	-144269481.434474	-1.93922926984267	0.107177937800889	-13.0918047381334	0.999999198610417
"Kcnq4"	-3.7105920850112	-144269481.434474	-1.93922926984267	0.107177937800889	-13.0918047381334	0.999999198610417
"Sox10"	-3.7105920850112	-144269481.434474	-1.93922926984267	0.107177937800889	-13.0918047381334	0.999999198610417
"Kcnj3"	-3.70830585195869	-144269481.43216	-1.93950814791892	0.0844120906690848	-13.0710746373968	0.999999198610417
"Morc1"	-3.70830585195869	-144269481.43216	-1.93950814791892	0.0844120906690848	-13.0710746373968	0.999999198610417
"Noxo1"	-3.70830585195869	-144269481.43216	-1.93950814791892	0.0844120906690848	-13.0710746373968	0.999999198610417
"Nmur1"	-3.70830585195869	-144269481.43216	-1.93950814791892	0.0844120906690848	-13.0710746373968	0.999999198610417
"Slc35f1"	-3.70830585195869	-144269481.43216	-1.93950814791892	0.0844120906690848	-13.0710746373968	0.999999198610417
"Mmp7"	-3.70602208653949	-144269481.429848	-1.93978698034579	0.0842182459154778	-13.0503996833683	0.999999198610417
"F1LVE2_RAT"	-3.70602208653949	-144269481.429848	-1.93978698034579	0.0842182459154778	-13.0503996833683	0.999999198610417
"U11"	-3.70602208653949	-144269481.429848	-1.93978698034579	0.0842182459154778	-13.0503996833683	0.999999198610417
"Myoc"	-3.70602208653949	-144269481.429848	-1.93978698034579	0.0842182459154778	-13.0503996833683	0.999999198610417
"Tmem44"	-3.70602208653949	-144269481.429848	-1.93978698034579	0.0842182459154778	-13.0503996833683	0.999999198610417
"LOC300024"	-3.70602208653949	-144269481.429848	-1.93978698034579	0.0842182459154778	-13.0503996833683	0.999999198610417
"F1LUV4_RAT"	-3.70602208653949	-144269481.429848	-1.93978698034579	0.0842182459154778	-13.0503996833683	0.999999198610417
"Alk"	-3.70602208653949	-144269481.429848	-1.93978698034579	0.0842182459154778	-13.0503996833683	0.999999198610417
"Fcrls"	-3.70602208653949	-144269481.429848	-1.93978698034579	0.0842182459154778	-13.0503996833683	0.999999198610417
"Ly6g5b"	-3.70602208653949	-144269481.429848	-1.93978698034579	0.0842182459154778	-13.0503996833683	0.999999198610417
"Ccdc67"	-3.70602208653949	-144269481.429848	-1.93978698034579	0.0842182459154778	-13.0503996833683	0.999999198610417
"ENSRNOG00000043027"	-3.70602208653949	-144269481.429848	-1.93978698034579	0.0842182459154778	-13.0503996833683	0.999999198610417
"Fgf2"	-3.70602208653949	-144269481.429848	-1.93978698034579	0.0842182459154778	-13.0503996833683	0.999999198610417
"Elovl6"	3.70547482138785	3.71048951399215	4.78489779727106	0.00123968469821363	13.0454501449567	0.0874029365769701
"Klri2"	-3.70374078648483	-144269481.427539	-1.94006576713527	0.106178160278646	-13.0297796976597	0.999999198610417
"D3ZNE1_RAT"	-3.70374078648483	-144269481.427539	-1.94006576713527	0.106178160278646	-13.0297796976597	0.999999198610417
"Rbm44"	-3.70374078648483	-144269481.427539	-1.94006576713527	0.106178160278646	-13.0297796976597	0.999999198610417
"Slpil2"	-3.70374078648483	-144269481.427539	-1.94006576713527	0.106178160278646	-13.0297796976597	0.999999198610417
"Fam5c"	-3.70374078648483	-144269481.427539	-1.94006576713527	0.106178160278646	-13.0297796976597	0.999999198610417
"Trem1"	-3.70374078648483	-144269481.427539	-1.94006576713527	0.106178160278646	-13.0297796976597	0.999999198610417
"E9PTM6_RAT"	3.66859866364257	144269481.388796	-1.79288131243186	0.123896870328526	12.7162260576637	0.999999198610417
"Hsd3b1"	3.65601349413279	3.7619939256513	0.552456401299231	0.16012463044388	12.6057800833949	0.999999198610417
"Sidt1"	3.64650808774792	3.94370772686251	-0.549326594265413	0.00387438642324232	12.5229980755859	0.190024616428067
"Nr1d1"	3.61914100905013	3.62103770986749	6.09634728579945	0.00890032558068905	12.2876830973855	0.327883158956977
"Coro2a"	3.61025032906254	3.7160660759061	0.532933273478899	5.30870818254736e-05	12.2121924850177	0.00839520104269943
"D3ZPS9_RAT"	3.60647770791695	144269481.324306	-1.80739235889853	0.154703445871312	12.1802995429297	0.999999198610417
"Dkk4"	3.59391203438318	144269481.306042	-1.81981575914654	0.179094518432839	12.0746714953335	0.999999198610417
"Mgam"	3.57798793868308	144269481.288886	-1.82443882175137	0.140242423639227	11.9421272265764	0.999999198610417
"Hist1h2ail"	-3.57125423777251	-4.32764268435706	-1.53891712140849	0.0242479880464198	-11.8865178727757	0.596205484666517
"Cdx2"	3.56310281424511	144269481.272485	-1.82931944340377	0.145083416311504	11.8195468034263	0.999999198610417
"Fgf23"	3.56310281424511	144269481.272485	-1.82931944340377	0.145083416311504	11.8195468034263	0.999999198610417
"Lrrc50"	3.56213091943381	144269481.271503	-1.82949061744873	0.138643110052557	11.8115870562643	0.999999198610417
"Izumo1"	3.56115951866876	144269481.270521	-1.82966177396519	0.144737993342702	11.8036367116253	0.999999198610417
"Ckm"	3.56018861163438	144269481.26954	-1.82983291295613	0.179950472920836	11.7956957551568	0.999999198610417
"Pnma1"	3.54963268468764	144269481.258827	-1.83174277213327	0.143121039557378	11.7097038555618	0.999999198610417
"F1LY07_RAT"	3.54963268468764	144269481.258827	-1.83174277213327	0.143121039557378	11.7097038555618	0.999999198610417
"Nefh"	3.54963268468764	144269481.258827	-1.83174277213327	0.143121039557378	11.7097038555618	0.999999198610417
"F1M2K0_RAT"	3.54963268468764	144269481.258827	-1.83174277213327	0.143121039557378	11.7097038555618	0.999999198610417
"Fam12b"	3.54963268468764	144269481.258827	-1.83174277213327	0.143121039557378	11.7097038555618	0.999999198610417
"RGD1561931"	3.54866729739032	144269481.257852	-1.83191370474505	0.117170834948544	11.7018708640561	0.999999198610417
"Kcnj9"	3.54866729739032	144269481.257852	-1.83191370474505	0.117170834948544	11.7018708640561	0.999999198610417
"Cdh20"	3.54770240044882	144269481.256876	-1.83208461986773	0.116971290314998	11.6940470869607	0.999999198610417
"Pgf"	3.54770240044882	144269481.256876	-1.83208461986773	0.116971290314998	11.6940470869607	0.999999198610417
"Sytl3"	3.54770240044882	144269481.256876	-1.83208461986773	0.116971290314998	11.6940470869607	0.999999198610417
"Gpr97"	3.54770240044882	144269481.256876	-1.83208461986773	0.116971290314998	11.6940470869607	0.999999198610417
"Fbxo36"	3.54770240044882	144269481.256876	-1.83208461986773	0.116971290314998	11.6940470869607	0.999999198610417
"F1M2S9_RAT"	3.54770240044882	144269481.256876	-1.83208461986773	0.116971290314998	11.6940470869607	0.999999198610417
"Ccdc162"	3.54770240044882	144269481.256876	-1.83208461986773	0.116971290314998	11.6940470869607	0.999999198610417
"Tmem169"	3.54673799355019	144269481.255902	-1.8322555175043	0.142588762748639	11.6862325102634	0.999999198610417
"Lhx4"	3.54673799355019	144269481.255902	-1.8322555175043	0.142588762748639	11.6862325102634	0.999999198610417
"Tppp2"	3.54673799355019	144269481.255902	-1.8322555175043	0.142588762748639	11.6862325102634	0.999999198610417
"F1M2L5_RAT"	3.54673799355019	144269481.255902	-1.8322555175043	0.142588762748639	11.6862325102634	0.999999198610417
"D3ZRS0_RAT"	3.5352891965674	144269481.244291	-1.83433346933294	0.134506916887954	11.593861060043	0.999999198610417
"Nebl"	3.5352891965674	144269481.244291	-1.83433346933294	0.134506916887954	11.593861060043	0.999999198610417
"SNORD22"	3.5352891965674	144269481.244291	-1.83433346933294	0.134506916887954	11.593861060043	0.999999198610417
"Hif3a"	3.5352891965674	144269481.244291	-1.83433346933294	0.134506916887954	11.593861060043	0.999999198610417
"Cpeb1"	3.53433076071953	144269481.243323	-1.83450414358254	0.114654320478736	11.5861613858153	0.999999198610417
"Spata21"	3.53433076071953	144269481.243323	-1.83450414358254	0.114654320478736	11.5861613858153	0.999999198610417
"D3ZTH1_RAT"	3.53433076071953	144269481.243323	-1.83450414358254	0.114654320478736	11.5861613858153	0.999999198610417
"Cml3"	3.53433076071953	144269481.243323	-1.83450414358254	0.114654320478736	11.5861613858153	0.999999198610417
