""	"logFC"	"unshrunk.logFC"	"logCPM"	"P.Value"	"FC"	"FDR"
"Lamp3"	3.3766928916718	3.47627590921295	0.318593978788492	0.190413225971904	10.3868975144014	0.999999955972958
"Slc25a34"	3.344378138108	3.39502798736597	1.15889253887877	0.000200270509023749	10.1568288986355	0.0258688701254159
"Akr1c1"	-3.32980880391877	-3.33158154450532	5.35555706171163	0.000759741491619398	-10.0547743785408	0.0646540009368108
"Egr1"	-3.32765174785212	-3.32939133723753	5.38657654096354	0.00130401621490677	-10.0397521420202	0.10151995885863
"Olr384"	3.31670075328149	144269480.937376	-1.95523328740362	0.181862167464977	9.96383239196558	0.999999955972958
"LOC100909911"	-3.31030781442337	-144269480.928633	-2.10696523351969	0.158698509595602	-9.91977786448595	0.999999955972958
"LOC100362999"	3.30226485529433	144269480.920566	-1.96021660483996	0.218010577998936	9.86462942266064	0.999999955972958
"Cyp4a8"	-3.29426661991263	-3.31705476006172	1.68411404956724	1.22408227760628e-06	-9.81009168496225	0.000932042016322634
"Otop2"	-3.27605857424483	-3.70585175790971	-1.45704633546011	0.0223723367240103	-9.68705796372113	0.573201786558167
"Cpt1b"	3.26517841771927	3.26969246811935	4.41803729722788	0.00177527111606896	9.61427731786376	0.123225767643084
"Gdnf"	-3.26495760246499	-3.69459579102284	-1.45427917333507	0.0302520926068606	-9.61280589350178	0.671153794707351
"Abcc3"	3.26186631032423	3.26463326746171	5.1154661673472	5.33470995582121e-09	9.5922303895569	9.64715611635818e-06
"Chac1"	-3.24831233947025	-3.28629166143005	0.953487559390682	4.18644911030058e-05	-9.50253437821256	0.00992874742274074
"LOC100362965"	3.24821790136059	144269480.860348	-1.97535831312394	0.189844884711183	9.50191236733213	0.999999955972958
"Sim1"	-3.24630594873781	-144269480.857423	-2.1191285266259	0.132136939888712	-9.48932816006979	0.999999955972958
"Adgrg2"	3.24480210717785	3.2573187758021	2.95789434224626	4.3900621531775e-06	9.47944179420341	0.0021170343056673
